window,year,field,label,n,valid_n,missing_n,included_n,share,sentinel_present_n,known_n,known_positive_n,known_share
jan_aug,all,task_language,gor,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,grc,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,gu,28,11128,18,11146,0.0025161754133716753,210,10918,26,0.0023813885326982964
jan_aug,all,task_language,ha,19,11128,18,11146,0.0017074047447879223,210,10918,19,0.0017402454662026011
jan_aug,all,task_language,haw,2,11128,18,11146,0.00017972681524083394,210,10918,2,0.00018318373328448433
jan_aug,all,task_language,he,51,11128,18,11146,0.004583033788641265,210,10918,47,0.004304817732185382
jan_aug,all,task_language,hi,184,11128,18,11146,0.01653486700215672,210,10918,177,0.016211760395676865
jan_aug,all,task_language,hil,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,hmn,2,11128,18,11146,0.00017972681524083394,210,10918,2,0.00018318373328448433
jan_aug,all,task_language,hne,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,hoj,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,hr,21,11128,18,11146,0.0018871315600287562,210,10918,18,0.001648653599560359
jan_aug,all,task_language,hsb,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,ht,5,11128,18,11146,0.0004493170381020848,210,10918,5,0.0004579593332112108
jan_aug,all,task_language,hu,42,11128,18,11146,0.0037742631200575125,210,10918,38,0.0034804909324052022
jan_aug,all,task_language,hy,11,11128,18,11146,0.0009884974838245866,210,10918,10,0.0009159186664224216
jan_aug,all,task_language,iba,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,id,93,11128,18,11146,0.008357296908698778,210,10918,90,0.008243267997801795
jan_aug,all,task_language,ida,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,ig,15,11128,18,11146,0.0013479511143062546,210,10918,15,0.0013738779996336325
jan_aug,all,task_language,igb,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,ilo,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,is,15,11128,18,11146,0.0013479511143062546,210,10918,14,0.0012822861329913904
jan_aug,all,task_language,it,152,11128,18,11146,0.013659237958303379,210,10918,143,0.013097636929840631
jan_aug,all,task_language,ja,255,11128,18,11146,0.022915168943206325,210,10918,243,0.022256823594064848
jan_aug,all,task_language,jax,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,jbo,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,jv,13,11128,18,11146,0.0011682242990654205,210,10918,12,0.001099102399706906
jan_aug,all,task_language,ka,17,11128,18,11146,0.0015276779295470885,210,10918,16,0.0014654698662758747
jan_aug,all,task_language,kaa,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,kam,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,kea,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,kgv,0,11128,18,11146,0.0,210,10918,0,0.0
jan_aug,all,task_language,khg,0,11128,18,11146,0.0,210,10918,0,0.0
jan_aug,all,task_language,ki,2,11128,18,11146,0.00017972681524083394,210,10918,2,0.00018318373328448433
jan_aug,all,task_language,kk,18,11128,18,11146,0.0016175413371675054,210,10918,18,0.001648653599560359
jan_aug,all,task_language,km,15,11128,18,11146,0.0013479511143062546,210,10918,13,0.0011906942663491482
jan_aug,all,task_language,kn,27,11128,18,11146,0.002426312005751258,210,10918,25,0.0022897966660560543
jan_aug,all,task_language,ko,193,11128,18,11146,0.017343637670740476,210,10918,183,0.016761311595530317
jan_aug,all,task_language,koi,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,kok,3,11128,18,11146,0.0002695902228612509,210,10918,3,0.0002747755999267265
jan_aug,all,task_language,kpv,0,11128,18,11146,0.0,210,10918,0,0.0
jan_aug,all,task_language,kri,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,ksh,0,11128,18,11146,0.0,210,10918,0,0.0
jan_aug,all,task_language,ku,3,11128,18,11146,0.0002695902228612509,210,10918,3,0.0002747755999267265
jan_aug,all,task_language,ky,13,11128,18,11146,0.0011682242990654205,210,10918,13,0.0011906942663491482
jan_aug,all,task_language,la,11,11128,18,11146,0.0009884974838245866,210,10918,10,0.0009159186664224216
jan_aug,all,task_language,lb,8,11128,18,11146,0.0007189072609633358,210,10918,8,0.0007327349331379373
jan_aug,all,task_language,lg,5,11128,18,11146,0.0004493170381020848,210,10918,5,0.0004579593332112108
jan_aug,all,task_language,liv,0,11128,18,11146,0.0,210,10918,0,0.0
jan_aug,all,task_language,ljp,0,11128,18,11146,0.0,210,10918,0,0.0
jan_aug,all,task_language,ln,2,11128,18,11146,0.00017972681524083394,210,10918,2,0.00018318373328448433
jan_aug,all,task_language,lo,6,11128,18,11146,0.0005391804457225018,210,10918,6,0.000549551199853453
jan_aug,all,task_language,lt,23,11128,18,11146,0.00206685837526959,210,10918,20,0.0018318373328448433
jan_aug,all,task_language,luo,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,lus,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,lv,19,11128,18,11146,0.0017074047447879223,210,10918,17,0.0015570617329181168
jan_aug,all,task_language,lzh,4,11128,18,11146,0.0003594536304816679,210,10918,4,0.00036636746656896867
jan_aug,all,task_language,mad,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,mag,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,mai,6,11128,18,11146,0.0005391804457225018,210,10918,6,0.000549551199853453
jan_aug,all,task_language,mak,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,mg,7,11128,18,11146,0.0006290438533429188,210,10918,7,0.0006411430664956952
jan_aug,all,task_language,mi,5,11128,18,11146,0.0004493170381020848,210,10918,5,0.0004579593332112108
jan_aug,all,task_language,min,3,11128,18,11146,0.0002695902228612509,210,10918,3,0.0002747755999267265
jan_aug,all,task_language,mk,9,11128,18,11146,0.0008087706685837527,210,10918,8,0.0007327349331379373
jan_aug,all,task_language,ml,27,11128,18,11146,0.002426312005751258,210,10918,26,0.0023813885326982964
jan_aug,all,task_language,mn,6,11128,18,11146,0.0005391804457225018,210,10918,6,0.000549551199853453
jan_aug,all,task_language,mni,4,11128,18,11146,0.0003594536304816679,210,10918,4,0.00036636746656896867
jan_aug,all,task_language,mr,40,11128,18,11146,0.0035945363048166786,210,10918,38,0.0034804909324052022
jan_aug,all,task_language,ms,37,11128,18,11146,0.0033249460819554278,210,10918,34,0.0031141234658362336
jan_aug,all,task_language,mt,9,11128,18,11146,0.0008087706685837527,210,10918,9,0.0008243267997801795
jan_aug,all,task_language,mui,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,multilingual_unspecified,84,11128,18,11146,0.007548526240115025,210,10918,0,0.0
jan_aug,all,task_language,mup,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,mwr,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,my,11,11128,18,11146,0.0009884974838245866,210,10918,10,0.0009159186664224216
jan_aug,all,task_language,nan,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,nb,6,11128,18,11146,0.0005391804457225018,210,10918,6,0.000549551199853453
jan_aug,all,task_language,nds,0,11128,18,11146,0.0,210,10918,0,0.0
jan_aug,all,task_language,ne,25,11128,18,11146,0.002246585190510424,210,10918,24,0.002198204799413812
jan_aug,all,task_language,nij,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,nl,68,11128,18,11146,0.006110711718188354,210,10918,63,0.005770287598461257
jan_aug,all,task_language,nn,6,11128,18,11146,0.0005391804457225018,210,10918,4,0.00036636746656896867
jan_aug,all,task_language,no,22,11128,18,11146,0.001976994967649173,210,10918,19,0.0017402454662026011
jan_aug,all,task_language,nod,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,not_applicable,27,11128,18,11146,0.002426312005751258,210,10918,0,0.0
jan_aug,all,task_language,nso,2,11128,18,11146,0.00017972681524083394,210,10918,2,0.00018318373328448433
jan_aug,all,task_language,ny,7,11128,18,11146,0.0006290438533429188,210,10918,7,0.0006411430664956952
jan_aug,all,task_language,nyf,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,oc,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,om,5,11128,18,11146,0.0004493170381020848,210,10918,4,0.00036636746656896867
jan_aug,all,task_language,or,20,11128,18,11146,0.0017972681524083393,210,10918,19,0.0017402454662026011
jan_aug,all,task_language,pa,29,11128,18,11146,0.002606038820992092,210,10918,27,0.0024729803993405386
jan_aug,all,task_language,pap,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,pcm,6,11128,18,11146,0.0005391804457225018,210,10918,6,0.000549551199853453
jan_aug,all,task_language,pfl,0,11128,18,11146,0.0,210,10918,0,0.0
jan_aug,all,task_language,pi,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,pl,67,11128,18,11146,0.0060208483105679365,210,10918,61,0.005587103865176773
jan_aug,all,task_language,pms,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,ps,9,11128,18,11146,0.0008087706685837527,210,10918,9,0.0008243267997801795
jan_aug,all,task_language,pt,159,11128,18,11146,0.014288281811646297,210,10918,150,0.013738779996336326
jan_aug,all,task_language,qu,6,11128,18,11146,0.0005391804457225018,210,10918,5,0.0004579593332112108
jan_aug,all,task_language,raj,0,11128,18,11146,0.0,210,10918,0,0.0
jan_aug,all,task_language,rkt,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,rm,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,rn,2,11128,18,11146,0.00017972681524083394,210,10918,2,0.00018318373328448433
jan_aug,all,task_language,ro,45,11128,18,11146,0.004043853342918764,210,10918,43,0.003938450265616413
jan_aug,all,task_language,ru,200,11128,18,11146,0.017972681524083392,210,10918,186,0.017036087195457045
jan_aug,all,task_language,rw,5,11128,18,11146,0.0004493170381020848,210,10918,5,0.0004579593332112108
jan_aug,all,task_language,sa,8,11128,18,11146,0.0007189072609633358,210,10918,8,0.0007327349331379373
jan_aug,all,task_language,sas,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,sat,2,11128,18,11146,0.00017972681524083394,210,10918,2,0.00018318373328448433
jan_aug,all,task_language,sd,5,11128,18,11146,0.0004493170381020848,210,10918,5,0.0004579593332112108
jan_aug,all,task_language,sgc,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,si,13,11128,18,11146,0.0011682242990654205,210,10918,13,0.0011906942663491482
jan_aug,all,task_language,sk,25,11128,18,11146,0.002246585190510424,210,10918,22,0.002015021066129328
jan_aug,all,task_language,sl,22,11128,18,11146,0.001976994967649173,210,10918,20,0.0018318373328448433
jan_aug,all,task_language,sm,3,11128,18,11146,0.0002695902228612509,210,10918,3,0.0002747755999267265
jan_aug,all,task_language,sn,5,11128,18,11146,0.0004493170381020848,210,10918,4,0.00036636746656896867
jan_aug,all,task_language,so,10,11128,18,11146,0.0008986340762041696,210,10918,10,0.0009159186664224216
jan_aug,all,task_language,sq,15,11128,18,11146,0.0013479511143062546,210,10918,14,0.0012822861329913904
jan_aug,all,task_language,sr,27,11128,18,11146,0.002426312005751258,210,10918,25,0.0022897966660560543
jan_aug,all,task_language,sso,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,st,7,11128,18,11146,0.0006290438533429188,210,10918,6,0.000549551199853453
jan_aug,all,task_language,stq,0,11128,18,11146,0.0,210,10918,0,0.0
jan_aug,all,task_language,su,9,11128,18,11146,0.0008087706685837527,210,10918,9,0.0008243267997801795
jan_aug,all,task_language,sv,39,11128,18,11146,0.0035046728971962616,210,10918,35,0.0032057153324784758
jan_aug,all,task_language,sw,65,11128,18,11146,0.005841121495327103,210,10918,61,0.005587103865176773
jan_aug,all,task_language,syl,2,11128,18,11146,0.00017972681524083394,210,10918,2,0.00018318373328448433
jan_aug,all,task_language,ta,59,11128,18,11146,0.005301941049604601,210,10918,57,0.005220736398607804
jan_aug,all,task_language,te,54,11128,18,11146,0.004852624011502516,210,10918,52,0.004762777065396593
jan_aug,all,task_language,teo,0,11128,18,11146,0.0,210,10918,0,0.0
jan_aug,all,task_language,tg,7,11128,18,11146,0.0006290438533429188,210,10918,7,0.0006411430664956952
jan_aug,all,task_language,th,91,11128,18,11146,0.008177570093457943,210,10918,87,0.007968492397875069
jan_aug,all,task_language,ti,6,11128,18,11146,0.0005391804457225018,210,10918,6,0.000549551199853453
jan_aug,all,task_language,tk,3,11128,18,11146,0.0002695902228612509,210,10918,3,0.0002747755999267265
jan_aug,all,task_language,tl,23,11128,18,11146,0.00206685837526959,210,10918,20,0.0018318373328448433
jan_aug,all,task_language,tn,6,11128,18,11146,0.0005391804457225018,210,10918,5,0.0004579593332112108
jan_aug,all,task_language,to,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,tpi,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,tr,101,11128,18,11146,0.009076204169662113,210,10918,96,0.008792819197655248
jan_aug,all,task_language,ts,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,tt,3,11128,18,11146,0.0002695902228612509,210,10918,3,0.0002747755999267265
jan_aug,all,task_language,tts,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,tw,4,11128,18,11146,0.0003594536304816679,210,10918,4,0.00036636746656896867
jan_aug,all,task_language,ty,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,tzm,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,ug,6,11128,18,11146,0.0005391804457225018,210,10918,6,0.000549551199853453
jan_aug,all,task_language,uk,54,11128,18,11146,0.004852624011502516,210,10918,50,0.0045795933321121085
jan_aug,all,task_language,umb,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,unclear,99,11128,18,11146,0.00889647735442128,210,10918,0,0.0
jan_aug,all,task_language,ur,55,11128,18,11146,0.004942487419122933,210,10918,53,0.0048543689320388345
jan_aug,all,task_language,uz,10,11128,18,11146,0.0008986340762041696,210,10918,8,0.0007327349331379373
jan_aug,all,task_language,vi,91,11128,18,11146,0.008177570093457943,210,10918,87,0.007968492397875069
jan_aug,all,task_language,vro,0,11128,18,11146,0.0,210,10918,0,0.0
jan_aug,all,task_language,wad,1,11128,18,11146,8.986340762041697e-05,210,10918,1,9.159186664224217e-05
jan_aug,all,task_language,wo,4,11128,18,11146,0.0003594536304816679,210,10918,4,0.00036636746656896867
jan_aug,all,task_language,wuu,0,11128,18,11146,0.0,210,10918,0,0.0
jan_aug,all,task_language,xh,8,11128,18,11146,0.0007189072609633358,210,10918,8,0.0007327349331379373
jan_aug,all,task_language,yi,4,11128,18,11146,0.0003594536304816679,210,10918,4,0.00036636746656896867
jan_aug,all,task_language,yo,28,11128,18,11146,0.0025161754133716753,210,10918,26,0.0023813885326982964
jan_aug,all,task_language,yue,9,11128,18,11146,0.0008087706685837527,210,10918,9,0.0008243267997801795
jan_aug,all,task_language,za,3,11128,18,11146,0.0002695902228612509,210,10918,3,0.0002747755999267265
jan_aug,all,task_language,zh,1263,11128,18,11146,0.11349748382458663,210,10918,1231,0.11274958783660011
jan_aug,all,task_language,zu,17,11128,18,11146,0.0015276779295470885,210,10918,17,0.0015570617329181168
jan_aug,2022,target_system,agent_or_tool_system,1,69,0,69,0.014492753623188406,0,69,1,0.014492753623188406
jan_aug,2022,target_system,answering_model,68,69,0,69,0.9855072463768116,0,69,68,0.9855072463768116
jan_aug,2022,target_system,embodied_system,0,69,0,69,0.0,0,69,0,0.0
jan_aug,2022,evaluation_domain,cybersecurity,1,69,0,69,0.014492753623188406,0,69,1,0.014492753623188406
jan_aug,2022,evaluation_domain,education,0,69,0,69,0.0,0,69,0,0.0
jan_aug,2022,evaluation_domain,engineering,1,69,0,69,0.014492753623188406,0,69,1,0.014492753623188406
jan_aug,2022,evaluation_domain,finance_and_business,4,69,0,69,0.057971014492753624,0,69,4,0.057971014492753624
jan_aug,2022,evaluation_domain,general_or_cross_domain,19,69,0,69,0.2753623188405797,0,69,19,0.2753623188405797
jan_aug,2022,evaluation_domain,healthcare_biomedicine,5,69,0,69,0.07246376811594203,0,69,5,0.07246376811594203
jan_aug,2022,evaluation_domain,language_and_communication,39,69,0,69,0.5652173913043478,0,69,39,0.5652173913043478
jan_aug,2022,evaluation_domain,law_and_public_policy,2,69,0,69,0.028985507246376812,0,69,2,0.028985507246376812
jan_aug,2022,evaluation_domain,mathematics_and_formal_reasoning,5,69,0,69,0.07246376811594203,0,69,5,0.07246376811594203
jan_aug,2022,evaluation_domain,natural_sciences,3,69,0,69,0.043478260869565216,0,69,3,0.043478260869565216
jan_aug,2022,evaluation_domain,other,1,69,0,69,0.014492753623188406,0,69,1,0.014492753623188406
jan_aug,2022,evaluation_domain,social_sciences_and_humanities,8,69,0,69,0.11594202898550725,0,69,8,0.11594202898550725
jan_aug,2022,evaluation_domain,software_and_coding,13,69,0,69,0.18840579710144928,0,69,13,0.18840579710144928
jan_aug,2022,evaluation_setup,fixed_items,64,69,0,69,0.927536231884058,0,69,64,0.927536231884058
jan_aug,2022,evaluation_setup,interactive_loop,6,69,0,69,0.08695652173913043,0,69,6,0.08695652173913043
jan_aug,2022,evaluation_setup,runtime_generated_items,5,69,0,69,0.07246376811594203,0,69,5,0.07246376811594203
jan_aug,2022,modality,audio,1,69,0,69,0.014492753623188406,0,69,1,0.014492753623188406
jan_aug,2022,modality,code,12,69,0,69,0.17391304347826086,0,69,12,0.17391304347826086
jan_aug,2022,modality,image,4,69,0,69,0.057971014492753624,0,69,4,0.057971014492753624
jan_aug,2022,modality,structured_data,5,69,0,69,0.07246376811594203,0,69,5,0.07246376811594203
jan_aug,2022,modality,text,67,69,0,69,0.9710144927536232,0,69,67,0.9710144927536232
jan_aug,2022,modality,video,1,69,0,69,0.014492753623188406,0,69,1,0.014492753623188406
jan_aug,2022,material_origin,generative_model,10,69,0,69,0.14492753623188406,0,69,10,0.14492753623188406
jan_aug,2022,material_origin,human_or_real_world,64,69,0,69,0.927536231884058,0,69,64,0.927536231884058
jan_aug,2022,material_origin,not_reported,0,69,0,69,0.0,0,69,0,0.0
jan_aug,2022,material_origin,program_or_simulation,18,69,0,69,0.2608695652173913,0,69,18,0.2608695652173913
jan_aug,2022,material_origin,unclear,0,69,0,69,0.0,0,69,0,0.0
jan_aug,2022,scoring_source,execution_or_environment,12,69,0,69,0.17391304347826086,0,69,12,0.17391304347826086
jan_aug,2022,scoring_source,human_judge,9,69,0,69,0.13043478260869565,0,69,9,0.13043478260869565
jan_aug,2022,scoring_source,llm_judge,0,69,0,69,0.0,0,69,0,0.0
jan_aug,2022,scoring_source,other_model_judge,11,69,0,69,0.15942028985507245,0,69,11,0.15942028985507245
jan_aug,2022,scoring_source,reference_or_metric,61,69,0,69,0.8840579710144928,0,69,61,0.8840579710144928
jan_aug,2022,scoring_source,unclear,0,69,0,69,0.0,0,69,0,0.0
jan_aug,2022,task_language,aa,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,abl,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,abs,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,ace,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,acm,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,acq,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,ado,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,aeb,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,af,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,afb,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,ak,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,als,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,am,1,69,0,69,0.014492753623188406,2,67,1,0.014925373134328358
jan_aug,2022,task_language,anp,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,aoz,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,apc,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,ar,3,69,0,69,0.043478260869565216,2,67,3,0.04477611940298507
jan_aug,2022,task_language,arq,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,ary,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,arz,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,as,2,69,0,69,0.028985507246376812,2,67,2,0.029850746268656716
jan_aug,2022,task_language,ase,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,ast,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,awa,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,ay,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,az,1,69,0,69,0.014492753623188406,2,67,1,0.014925373134328358
jan_aug,2022,task_language,bal,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,ban,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,bar,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,bbc,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,bbj,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,be,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,bew,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,bfy,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,bg,2,69,0,69,0.028985507246376812,2,67,2,0.029850746268656716
jan_aug,2022,task_language,bgc,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,bho,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,bjn,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,bm,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,bn,5,69,0,69,0.07246376811594203,2,67,5,0.07462686567164178
jan_aug,2022,task_language,bns,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,bo,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,br,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,bra,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,brx,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,bs,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,bug,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,ca,1,69,0,69,0.014492753623188406,2,67,1,0.014925373134328358
jan_aug,2022,task_language,ceb,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,ckb,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,co,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,crh,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,cs,4,69,0,69,0.057971014492753624,2,67,4,0.05970149253731343
jan_aug,2022,task_language,ctg,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,cv,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,cy,1,69,0,69,0.014492753623188406,2,67,1,0.014925373134328358
jan_aug,2022,task_language,da,1,69,0,69,0.014492753623188406,2,67,1,0.014925373134328358
jan_aug,2022,task_language,dag,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,de,8,69,0,69,0.11594202898550725,2,67,7,0.1044776119402985
jan_aug,2022,task_language,doi,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,dsb,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,dv,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,dz,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,ee,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,el,1,69,0,69,0.014492753623188406,2,67,1,0.014925373134328358
jan_aug,2022,task_language,en,62,69,0,69,0.8985507246376812,2,67,60,0.8955223880597015
jan_aug,2022,task_language,eo,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,es,5,69,0,69,0.07246376811594203,2,67,5,0.07462686567164178
jan_aug,2022,task_language,et,2,69,0,69,0.028985507246376812,2,67,2,0.029850746268656716
jan_aug,2022,task_language,eu,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,fa,4,69,0,69,0.057971014492753624,2,67,3,0.04477611940298507
jan_aug,2022,task_language,ff,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,fi,4,69,0,69,0.057971014492753624,2,67,3,0.04477611940298507
jan_aug,2022,task_language,fil,1,69,0,69,0.014492753623188406,2,67,1,0.014925373134328358
jan_aug,2022,task_language,fj,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,fo,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,fr,6,69,0,69,0.08695652173913043,2,67,6,0.08955223880597014
jan_aug,2022,task_language,frr,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,fy,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,ga,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,gaa,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,gbm,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,gd,1,69,0,69,0.014492753623188406,2,67,1,0.014925373134328358
jan_aug,2022,task_language,gl,1,69,0,69,0.014492753623188406,2,67,1,0.014925373134328358
jan_aug,2022,task_language,gn,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,gom,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,gor,0,69,0,69,0.0,2,67,0,0.0
jan_aug,2022,task_language,grc,0,69,0,69,0.0,2,67,0,0.0
