window,year,group,metric,n,valid_n,included_n,missing_n,share,known_n,known_positive_n,known_share,sparse
jan_aug,all,domain:mathematics_and_formal_reasoning,sentinel_present,32,1195,1198,3,0.026778242677824266,1163,0,0.0,False
jan_aug,all,domain:natural_sciences,en_only,804,971,971,0,0.8280123583934088,959,804,0.8383733055265902,False
jan_aug,all,domain:natural_sciences,en_any,900,971,971,0,0.9268795056642637,959,894,0.9322210636079249,False
jan_aug,all,domain:natural_sciences,named_non_en,159,971,971,0,0.16374871266735325,959,155,0.1616266944734098,False
jan_aug,all,domain:natural_sciences,multiple_named,99,971,971,0,0.101956745623069,959,95,0.09906152241918666,False
jan_aug,all,domain:natural_sciences,sentinel_present,12,971,971,0,0.012358393408856848,959,0,0.0,False
jan_aug,all,domain:other,en_only,375,432,432,0,0.8680555555555556,422,375,0.8886255924170616,False
jan_aug,all,domain:other,en_any,409,432,432,0,0.9467592592592593,422,408,0.966824644549763,False
jan_aug,all,domain:other,named_non_en,48,432,432,0,0.1111111111111111,422,47,0.11137440758293839,False
jan_aug,all,domain:other,multiple_named,35,432,432,0,0.08101851851851852,422,34,0.08056872037914692,False
jan_aug,all,domain:other,sentinel_present,10,432,432,0,0.023148148148148147,422,0,0.0,False
jan_aug,all,domain:social_sciences_and_humanities,en_only,833,1254,1256,2,0.664274322169059,1231,833,0.6766856214459789,False
jan_aug,all,domain:social_sciences_and_humanities,en_any,1081,1254,1256,2,0.8620414673046252,1231,1071,0.8700243704305443,False
jan_aug,all,domain:social_sciences_and_humanities,named_non_en,408,1254,1256,2,0.3253588516746411,1231,398,0.3233143785540211,False
jan_aug,all,domain:social_sciences_and_humanities,multiple_named,263,1254,1256,2,0.20972886762360446,1231,254,0.20633631194151097,False
jan_aug,all,domain:social_sciences_and_humanities,sentinel_present,23,1254,1256,2,0.018341307814992026,1231,0,0.0,False
jan_aug,all,domain:software_and_coding,en_only,1855,2035,2036,1,0.9115479115479116,1992,1855,0.9312248995983936,False
jan_aug,all,domain:software_and_coding,en_any,1977,2035,2036,1,0.9714987714987715,1992,1965,0.9864457831325302,False
jan_aug,all,domain:software_and_coding,named_non_en,146,2035,2036,1,0.07174447174447174,1992,137,0.06877510040160642,False
jan_aug,all,domain:software_and_coding,multiple_named,120,2035,2036,1,0.05896805896805897,1992,112,0.05622489959839357,False
jan_aug,all,domain:software_and_coding,sentinel_present,43,2035,2036,1,0.02113022113022113,1992,0,0.0,False
jan_aug,2022,all,en_only,50,69,69,0,0.7246376811594203,67,50,0.746268656716418,False
jan_aug,2022,all,en_any,62,69,69,0,0.8985507246376812,67,60,0.8955223880597015,False
jan_aug,2022,all,named_non_en,18,69,69,0,0.2608695652173913,67,17,0.2537313432835821,False
jan_aug,2022,all,multiple_named,13,69,69,0,0.18840579710144928,67,12,0.1791044776119403,False
jan_aug,2022,all,sentinel_present,2,69,69,0,0.028985507246376812,67,0,0.0,False
jan_aug,2022,agent,en_only,1,1,1,0,1.0,1,1,1.0,True
jan_aug,2022,agent,en_any,1,1,1,0,1.0,1,1,1.0,True
jan_aug,2022,agent,named_non_en,0,1,1,0,0.0,1,0,0.0,True
jan_aug,2022,agent,multiple_named,0,1,1,0,0.0,1,0,0.0,True
jan_aug,2022,agent,sentinel_present,0,1,1,0,0.0,1,0,0.0,True
jan_aug,2022,non_agent,en_only,49,68,68,0,0.7205882352941176,66,49,0.7424242424242424,False
jan_aug,2022,non_agent,en_any,61,68,68,0,0.8970588235294118,66,59,0.8939393939393939,False
jan_aug,2022,non_agent,named_non_en,18,68,68,0,0.2647058823529412,66,17,0.25757575757575757,False
jan_aug,2022,non_agent,multiple_named,13,68,68,0,0.19117647058823528,66,12,0.18181818181818182,False
jan_aug,2022,non_agent,sentinel_present,2,68,68,0,0.029411764705882353,66,0,0.0,False
jan_aug,2022,domain:cybersecurity,en_only,1,1,1,0,1.0,1,1,1.0,True
jan_aug,2022,domain:cybersecurity,en_any,1,1,1,0,1.0,1,1,1.0,True
jan_aug,2022,domain:cybersecurity,named_non_en,0,1,1,0,0.0,1,0,0.0,True
jan_aug,2022,domain:cybersecurity,multiple_named,0,1,1,0,0.0,1,0,0.0,True
jan_aug,2022,domain:cybersecurity,sentinel_present,0,1,1,0,0.0,1,0,0.0,True
jan_aug,2022,domain:education,en_only,0,0,0,0,,0,0,,True
jan_aug,2022,domain:education,en_any,0,0,0,0,,0,0,,True
jan_aug,2022,domain:education,named_non_en,0,0,0,0,,0,0,,True
jan_aug,2022,domain:education,multiple_named,0,0,0,0,,0,0,,True
jan_aug,2022,domain:education,sentinel_present,0,0,0,0,,0,0,,True
jan_aug,2022,domain:engineering,en_only,1,1,1,0,1.0,1,1,1.0,True
jan_aug,2022,domain:engineering,en_any,1,1,1,0,1.0,1,1,1.0,True
jan_aug,2022,domain:engineering,named_non_en,0,1,1,0,0.0,1,0,0.0,True
jan_aug,2022,domain:engineering,multiple_named,0,1,1,0,0.0,1,0,0.0,True
jan_aug,2022,domain:engineering,sentinel_present,0,1,1,0,0.0,1,0,0.0,True
jan_aug,2022,domain:finance_and_business,en_only,3,4,4,0,0.75,4,3,0.75,True
jan_aug,2022,domain:finance_and_business,en_any,4,4,4,0,1.0,4,4,1.0,True
jan_aug,2022,domain:finance_and_business,named_non_en,1,4,4,0,0.25,4,1,0.25,True
jan_aug,2022,domain:finance_and_business,multiple_named,1,4,4,0,0.25,4,1,0.25,True
jan_aug,2022,domain:finance_and_business,sentinel_present,0,4,4,0,0.0,4,0,0.0,True
jan_aug,2022,domain:general_or_cross_domain,en_only,15,19,19,0,0.7894736842105263,18,15,0.8333333333333334,True
jan_aug,2022,domain:general_or_cross_domain,en_any,19,19,19,0,1.0,18,18,1.0,True
jan_aug,2022,domain:general_or_cross_domain,named_non_en,4,19,19,0,0.21052631578947367,18,3,0.16666666666666666,True
jan_aug,2022,domain:general_or_cross_domain,multiple_named,4,19,19,0,0.21052631578947367,18,3,0.16666666666666666,True
jan_aug,2022,domain:general_or_cross_domain,sentinel_present,1,19,19,0,0.05263157894736842,18,0,0.0,True
jan_aug,2022,domain:healthcare_biomedicine,en_only,4,5,5,0,0.8,4,4,1.0,True
jan_aug,2022,domain:healthcare_biomedicine,en_any,5,5,5,0,1.0,4,4,1.0,True
jan_aug,2022,domain:healthcare_biomedicine,named_non_en,1,5,5,0,0.2,4,0,0.0,True
jan_aug,2022,domain:healthcare_biomedicine,multiple_named,1,5,5,0,0.2,4,0,0.0,True
jan_aug,2022,domain:healthcare_biomedicine,sentinel_present,1,5,5,0,0.2,4,0,0.0,True
jan_aug,2022,domain:language_and_communication,en_only,20,39,39,0,0.5128205128205128,37,20,0.5405405405405406,False
jan_aug,2022,domain:language_and_communication,en_any,32,39,39,0,0.8205128205128205,37,30,0.8108108108108109,False
jan_aug,2022,domain:language_and_communication,named_non_en,18,39,39,0,0.46153846153846156,37,17,0.4594594594594595,False
jan_aug,2022,domain:language_and_communication,multiple_named,13,39,39,0,0.3333333333333333,37,12,0.32432432432432434,False
jan_aug,2022,domain:language_and_communication,sentinel_present,2,39,39,0,0.05128205128205128,37,0,0.0,False
jan_aug,2022,domain:law_and_public_policy,en_only,1,2,2,0,0.5,1,1,1.0,True
jan_aug,2022,domain:law_and_public_policy,en_any,2,2,2,0,1.0,1,1,1.0,True
jan_aug,2022,domain:law_and_public_policy,named_non_en,1,2,2,0,0.5,1,0,0.0,True
jan_aug,2022,domain:law_and_public_policy,multiple_named,1,2,2,0,0.5,1,0,0.0,True
jan_aug,2022,domain:law_and_public_policy,sentinel_present,1,2,2,0,0.5,1,0,0.0,True
jan_aug,2022,domain:mathematics_and_formal_reasoning,en_only,4,5,5,0,0.8,4,4,1.0,True
jan_aug,2022,domain:mathematics_and_formal_reasoning,en_any,5,5,5,0,1.0,4,4,1.0,True
jan_aug,2022,domain:mathematics_and_formal_reasoning,named_non_en,1,5,5,0,0.2,4,0,0.0,True
jan_aug,2022,domain:mathematics_and_formal_reasoning,multiple_named,1,5,5,0,0.2,4,0,0.0,True
jan_aug,2022,domain:mathematics_and_formal_reasoning,sentinel_present,1,5,5,0,0.2,4,0,0.0,True
jan_aug,2022,domain:natural_sciences,en_only,2,3,3,0,0.6666666666666666,2,2,1.0,True
jan_aug,2022,domain:natural_sciences,en_any,3,3,3,0,1.0,2,2,1.0,True
jan_aug,2022,domain:natural_sciences,named_non_en,1,3,3,0,0.3333333333333333,2,0,0.0,True
jan_aug,2022,domain:natural_sciences,multiple_named,1,3,3,0,0.3333333333333333,2,0,0.0,True
jan_aug,2022,domain:natural_sciences,sentinel_present,1,3,3,0,0.3333333333333333,2,0,0.0,True
jan_aug,2022,domain:other,en_only,1,1,1,0,1.0,1,1,1.0,True
jan_aug,2022,domain:other,en_any,1,1,1,0,1.0,1,1,1.0,True
jan_aug,2022,domain:other,named_non_en,0,1,1,0,0.0,1,0,0.0,True
jan_aug,2022,domain:other,multiple_named,0,1,1,0,0.0,1,0,0.0,True
jan_aug,2022,domain:other,sentinel_present,0,1,1,0,0.0,1,0,0.0,True
jan_aug,2022,domain:social_sciences_and_humanities,en_only,7,8,8,0,0.875,7,7,1.0,True
jan_aug,2022,domain:social_sciences_and_humanities,en_any,8,8,8,0,1.0,7,7,1.0,True
jan_aug,2022,domain:social_sciences_and_humanities,named_non_en,1,8,8,0,0.125,7,0,0.0,True
jan_aug,2022,domain:social_sciences_and_humanities,multiple_named,1,8,8,0,0.125,7,0,0.0,True
jan_aug,2022,domain:social_sciences_and_humanities,sentinel_present,1,8,8,0,0.125,7,0,0.0,True
jan_aug,2022,domain:software_and_coding,en_only,10,13,13,0,0.7692307692307693,11,10,0.9090909090909091,True
jan_aug,2022,domain:software_and_coding,en_any,12,13,13,0,0.9230769230769231,11,10,0.9090909090909091,True
jan_aug,2022,domain:software_and_coding,named_non_en,2,13,13,0,0.15384615384615385,11,1,0.09090909090909091,True
jan_aug,2022,domain:software_and_coding,multiple_named,2,13,13,0,0.15384615384615385,11,1,0.09090909090909091,True
jan_aug,2022,domain:software_and_coding,sentinel_present,2,13,13,0,0.15384615384615385,11,0,0.0,True
jan_aug,2023,all,en_only,280,375,376,1,0.7466666666666667,365,280,0.7671232876712328,False
jan_aug,2023,all,en_any,330,375,376,1,0.88,365,328,0.8986301369863013,False
jan_aug,2023,all,named_non_en,86,375,376,1,0.22933333333333333,365,85,0.2328767123287671,False
jan_aug,2023,all,multiple_named,51,375,376,1,0.136,365,50,0.136986301369863,False
jan_aug,2023,all,sentinel_present,10,375,376,1,0.02666666666666667,365,0,0.0,False
jan_aug,2023,agent,en_only,18,23,23,0,0.782608695652174,21,18,0.8571428571428571,False
jan_aug,2023,agent,en_any,20,23,23,0,0.8695652173913043,21,19,0.9047619047619048,False
jan_aug,2023,agent,named_non_en,4,23,23,0,0.17391304347826086,21,3,0.14285714285714285,False
jan_aug,2023,agent,multiple_named,2,23,23,0,0.08695652173913043,21,1,0.047619047619047616,False
jan_aug,2023,agent,sentinel_present,2,23,23,0,0.08695652173913043,21,0,0.0,False
jan_aug,2023,non_agent,en_only,262,352,353,1,0.7443181818181818,344,262,0.7616279069767442,False
jan_aug,2023,non_agent,en_any,310,352,353,1,0.8806818181818182,344,309,0.8982558139534884,False
jan_aug,2023,non_agent,named_non_en,82,352,353,1,0.23295454545454544,344,82,0.23837209302325582,False
jan_aug,2023,non_agent,multiple_named,49,352,353,1,0.13920454545454544,344,49,0.14244186046511628,False
jan_aug,2023,non_agent,sentinel_present,8,352,353,1,0.022727272727272728,344,0,0.0,False
jan_aug,2023,domain:cybersecurity,en_only,8,9,9,0,0.8888888888888888,9,8,0.8888888888888888,True
jan_aug,2023,domain:cybersecurity,en_any,8,9,9,0,0.8888888888888888,9,8,0.8888888888888888,True
jan_aug,2023,domain:cybersecurity,named_non_en,1,9,9,0,0.1111111111111111,9,1,0.1111111111111111,True
jan_aug,2023,domain:cybersecurity,multiple_named,0,9,9,0,0.0,9,0,0.0,True
jan_aug,2023,domain:cybersecurity,sentinel_present,0,9,9,0,0.0,9,0,0.0,True
jan_aug,2023,domain:education,en_only,5,9,9,0,0.5555555555555556,9,5,0.5555555555555556,True
jan_aug,2023,domain:education,en_any,6,9,9,0,0.6666666666666666,9,6,0.6666666666666666,True
jan_aug,2023,domain:education,named_non_en,4,9,9,0,0.4444444444444444,9,4,0.4444444444444444,True
jan_aug,2023,domain:education,multiple_named,1,9,9,0,0.1111111111111111,9,1,0.1111111111111111,True
jan_aug,2023,domain:education,sentinel_present,0,9,9,0,0.0,9,0,0.0,True
jan_aug,2023,domain:engineering,en_only,15,19,19,0,0.7894736842105263,19,15,0.7894736842105263,True
jan_aug,2023,domain:engineering,en_any,16,19,19,0,0.8421052631578947,19,16,0.8421052631578947,True
jan_aug,2023,domain:engineering,named_non_en,4,19,19,0,0.21052631578947367,19,4,0.21052631578947367,True
jan_aug,2023,domain:engineering,multiple_named,1,19,19,0,0.05263157894736842,19,1,0.05263157894736842,True
jan_aug,2023,domain:engineering,sentinel_present,0,19,19,0,0.0,19,0,0.0,True
jan_aug,2023,domain:finance_and_business,en_only,13,23,23,0,0.5652173913043478,23,13,0.5652173913043478,False
jan_aug,2023,domain:finance_and_business,en_any,17,23,23,0,0.7391304347826086,23,17,0.7391304347826086,False
jan_aug,2023,domain:finance_and_business,named_non_en,10,23,23,0,0.43478260869565216,23,10,0.43478260869565216,False
jan_aug,2023,domain:finance_and_business,multiple_named,5,23,23,0,0.21739130434782608,23,5,0.21739130434782608,False
jan_aug,2023,domain:finance_and_business,sentinel_present,0,23,23,0,0.0,23,0,0.0,False
jan_aug,2023,domain:general_or_cross_domain,en_only,121,167,168,1,0.7245508982035929,164,121,0.7378048780487805,False
jan_aug,2023,domain:general_or_cross_domain,en_any,152,167,168,1,0.9101796407185628,164,150,0.9146341463414634,False
jan_aug,2023,domain:general_or_cross_domain,named_non_en,44,167,168,1,0.2634730538922156,164,43,0.2621951219512195,False
jan_aug,2023,domain:general_or_cross_domain,multiple_named,31,167,168,1,0.18562874251497005,164,30,0.18292682926829268,False
jan_aug,2023,domain:general_or_cross_domain,sentinel_present,3,167,168,1,0.017964071856287425,164,0,0.0,False
jan_aug,2023,domain:healthcare_biomedicine,en_only,11,28,28,0,0.39285714285714285,28,11,0.39285714285714285,False
jan_aug,2023,domain:healthcare_biomedicine,en_any,16,28,28,0,0.5714285714285714,28,16,0.5714285714285714,False
jan_aug,2023,domain:healthcare_biomedicine,named_non_en,17,28,28,0,0.6071428571428571,28,17,0.6071428571428571,False
jan_aug,2023,domain:healthcare_biomedicine,multiple_named,5,28,28,0,0.17857142857142858,28,5,0.17857142857142858,False
jan_aug,2023,domain:healthcare_biomedicine,sentinel_present,0,28,28,0,0.0,28,0,0.0,False
jan_aug,2023,domain:language_and_communication,en_only,80,122,123,1,0.6557377049180327,119,80,0.6722689075630253,False
jan_aug,2023,domain:language_and_communication,en_any,104,122,123,1,0.8524590163934426,119,103,0.865546218487395,False
jan_aug,2023,domain:language_and_communication,named_non_en,39,122,123,1,0.319672131147541,119,39,0.3277310924369748,False
jan_aug,2023,domain:language_and_communication,multiple_named,25,122,123,1,0.20491803278688525,119,25,0.21008403361344538,False
jan_aug,2023,domain:language_and_communication,sentinel_present,3,122,123,1,0.02459016393442623,119,0,0.0,False
jan_aug,2023,domain:law_and_public_policy,en_only,4,12,12,0,0.3333333333333333,12,4,0.3333333333333333,True
jan_aug,2023,domain:law_and_public_policy,en_any,7,12,12,0,0.5833333333333334,12,7,0.5833333333333334,True
jan_aug,2023,domain:law_and_public_policy,named_non_en,8,12,12,0,0.6666666666666666,12,8,0.6666666666666666,True
jan_aug,2023,domain:law_and_public_policy,multiple_named,3,12,12,0,0.25,12,3,0.25,True
jan_aug,2023,domain:law_and_public_policy,sentinel_present,0,12,12,0,0.0,12,0,0.0,True
jan_aug,2023,domain:mathematics_and_formal_reasoning,en_only,31,54,54,0,0.5740740740740741,51,31,0.6078431372549019,False
jan_aug,2023,domain:mathematics_and_formal_reasoning,en_any,42,54,54,0,0.7777777777777778,51,41,0.803921568627451,False
jan_aug,2023,domain:mathematics_and_formal_reasoning,named_non_en,21,54,54,0,0.3888888888888889,51,20,0.39215686274509803,False
jan_aug,2023,domain:mathematics_and_formal_reasoning,multiple_named,11,54,54,0,0.2037037037037037,51,10,0.19607843137254902,False
jan_aug,2023,domain:mathematics_and_formal_reasoning,sentinel_present,3,54,54,0,0.05555555555555555,51,0,0.0,False
jan_aug,2023,domain:natural_sciences,en_only,16,29,29,0,0.5517241379310345,29,16,0.5517241379310345,False
jan_aug,2023,domain:natural_sciences,en_any,23,29,29,0,0.7931034482758621,29,23,0.7931034482758621,False
jan_aug,2023,domain:natural_sciences,named_non_en,13,29,29,0,0.4482758620689655,29,13,0.4482758620689655,False
jan_aug,2023,domain:natural_sciences,multiple_named,7,29,29,0,0.2413793103448276,29,7,0.2413793103448276,False
jan_aug,2023,domain:natural_sciences,sentinel_present,0,29,29,0,0.0,29,0,0.0,False
jan_aug,2023,domain:other,en_only,5,7,7,0,0.7142857142857143,7,5,0.7142857142857143,True
jan_aug,2023,domain:other,en_any,6,7,7,0,0.8571428571428571,7,6,0.8571428571428571,True
jan_aug,2023,domain:other,named_non_en,2,7,7,0,0.2857142857142857,7,2,0.2857142857142857,True
jan_aug,2023,domain:other,multiple_named,1,7,7,0,0.14285714285714285,7,1,0.14285714285714285,True
jan_aug,2023,domain:other,sentinel_present,0,7,7,0,0.0,7,0,0.0,True
jan_aug,2023,domain:social_sciences_and_humanities,en_only,28,53,53,0,0.5283018867924528,53,28,0.5283018867924528,False
jan_aug,2023,domain:social_sciences_and_humanities,en_any,42,53,53,0,0.7924528301886793,53,42,0.7924528301886793,False
jan_aug,2023,domain:social_sciences_and_humanities,named_non_en,25,53,53,0,0.4716981132075472,53,25,0.4716981132075472,False
jan_aug,2023,domain:social_sciences_and_humanities,multiple_named,14,53,53,0,0.2641509433962264,53,14,0.2641509433962264,False
jan_aug,2023,domain:social_sciences_and_humanities,sentinel_present,0,53,53,0,0.0,53,0,0.0,False
jan_aug,2023,domain:software_and_coding,en_only,56,70,70,0,0.8,64,56,0.875,False
jan_aug,2023,domain:software_and_coding,en_any,60,70,70,0,0.8571428571428571,64,59,0.921875,False
jan_aug,2023,domain:software_and_coding,named_non_en,9,70,70,0,0.12857142857142856,64,8,0.125,False
jan_aug,2023,domain:software_and_coding,multiple_named,4,70,70,0,0.05714285714285714,64,3,0.046875,False
jan_aug,2023,domain:software_and_coding,sentinel_present,6,70,70,0,0.08571428571428572,64,0,0.0,False
jan_aug,2024,all,en_only,1332,1677,1683,6,0.7942754919499105,1658,1332,0.8033775633293124,False
jan_aug,2024,all,en_any,1548,1677,1683,6,0.9230769230769231,1658,1537,0.9270205066344994,False
jan_aug,2024,all,named_non_en,331,1677,1683,6,0.197376267143709,1658,326,0.19662243667068757,False
jan_aug,2024,all,multiple_named,215,1677,1683,6,0.1282051282051282,1658,210,0.12665862484921592,False
jan_aug,2024,all,sentinel_present,19,1677,1683,6,0.011329755515802028,1658,0,0.0,False
jan_aug,2024,agent,en_only,137,152,152,0,0.9013157894736842,149,137,0.9194630872483222,False
jan_aug,2024,agent,en_any,150,152,152,0,0.9868421052631579,149,148,0.9932885906040269,False
jan_aug,2024,agent,named_non_en,13,152,152,0,0.08552631578947369,149,12,0.08053691275167785,False
jan_aug,2024,agent,multiple_named,12,152,152,0,0.07894736842105263,149,11,0.0738255033557047,False
jan_aug,2024,agent,sentinel_present,3,152,152,0,0.019736842105263157,149,0,0.0,False
jan_aug,2024,non_agent,en_only,1195,1525,1531,6,0.7836065573770492,1509,1195,0.7919151756129887,False
jan_aug,2024,non_agent,en_any,1398,1525,1531,6,0.9167213114754098,1509,1389,0.9204771371769384,False
jan_aug,2024,non_agent,named_non_en,318,1525,1531,6,0.20852459016393443,1509,314,0.20808482438701126,False
jan_aug,2024,non_agent,multiple_named,203,1525,1531,6,0.13311475409836065,1509,199,0.1318754141815772,False
jan_aug,2024,non_agent,sentinel_present,16,1525,1531,6,0.010491803278688525,1509,0,0.0,False
jan_aug,2024,domain:cybersecurity,en_only,44,51,51,0,0.8627450980392157,49,44,0.8979591836734694,False
jan_aug,2024,domain:cybersecurity,en_any,51,51,51,0,1.0,49,49,1.0,False
jan_aug,2024,domain:cybersecurity,named_non_en,5,51,51,0,0.09803921568627451,49,5,0.10204081632653061,False
jan_aug,2024,domain:cybersecurity,multiple_named,5,51,51,0,0.09803921568627451,49,5,0.10204081632653061,False
jan_aug,2024,domain:cybersecurity,sentinel_present,2,51,51,0,0.0392156862745098,49,0,0.0,False
jan_aug,2024,domain:education,en_only,25,35,35,0,0.7142857142857143,35,25,0.7142857142857143,False
jan_aug,2024,domain:education,en_any,28,35,35,0,0.8,35,28,0.8,False
jan_aug,2024,domain:education,named_non_en,10,35,35,0,0.2857142857142857,35,10,0.2857142857142857,False
jan_aug,2024,domain:education,multiple_named,3,35,35,0,0.08571428571428572,35,3,0.08571428571428572,False
jan_aug,2024,domain:education,sentinel_present,0,35,35,0,0.0,35,0,0.0,False
jan_aug,2024,domain:engineering,en_only,52,61,61,0,0.8524590163934426,61,52,0.8524590163934426,False
jan_aug,2024,domain:engineering,en_any,56,61,61,0,0.9180327868852459,61,56,0.9180327868852459,False
jan_aug,2024,domain:engineering,named_non_en,9,61,61,0,0.14754098360655737,61,9,0.14754098360655737,False
jan_aug,2024,domain:engineering,multiple_named,4,61,61,0,0.06557377049180328,61,4,0.06557377049180328,False
jan_aug,2024,domain:engineering,sentinel_present,0,61,61,0,0.0,61,0,0.0,False
jan_aug,2024,domain:finance_and_business,en_only,72,102,102,0,0.7058823529411765,101,72,0.7128712871287128,False
jan_aug,2024,domain:finance_and_business,en_any,86,102,102,0,0.8431372549019608,101,86,0.8514851485148515,False
jan_aug,2024,domain:finance_and_business,named_non_en,29,102,102,0,0.28431372549019607,101,29,0.2871287128712871,False
jan_aug,2024,domain:finance_and_business,multiple_named,14,102,102,0,0.13725490196078433,101,14,0.13861386138613863,False
jan_aug,2024,domain:finance_and_business,sentinel_present,1,102,102,0,0.00980392156862745,101,0,0.0,False
jan_aug,2024,domain:general_or_cross_domain,en_only,648,789,792,3,0.8212927756653993,779,648,0.8318356867779204,False
jan_aug,2024,domain:general_or_cross_domain,en_any,739,789,792,3,0.9366286438529785,779,733,0.9409499358151476,False
jan_aug,2024,domain:general_or_cross_domain,named_non_en,136,789,792,3,0.17237008871989862,779,131,0.1681643132220796,False
jan_aug,2024,domain:general_or_cross_domain,multiple_named,92,789,792,3,0.11660329531051965,779,87,0.1116816431322208,False
jan_aug,2024,domain:general_or_cross_domain,sentinel_present,10,789,792,3,0.012674271229404309,779,0,0.0,False
jan_aug,2024,domain:healthcare_biomedicine,en_only,127,174,174,0,0.7298850574712644,172,127,0.7383720930232558,False
jan_aug,2024,domain:healthcare_biomedicine,en_any,151,174,174,0,0.867816091954023,172,150,0.872093023255814,False
jan_aug,2024,domain:healthcare_biomedicine,named_non_en,46,174,174,0,0.26436781609195403,172,45,0.2616279069767442,False
jan_aug,2024,domain:healthcare_biomedicine,multiple_named,25,174,174,0,0.14367816091954022,172,24,0.13953488372093023,False
jan_aug,2024,domain:healthcare_biomedicine,sentinel_present,2,174,174,0,0.011494252873563218,172,0,0.0,False
jan_aug,2024,domain:language_and_communication,en_only,190,328,334,6,0.5792682926829268,324,190,0.5864197530864198,False
jan_aug,2024,domain:language_and_communication,en_any,275,328,334,6,0.8384146341463414,324,271,0.8364197530864198,False
jan_aug,2024,domain:language_and_communication,named_non_en,136,328,334,6,0.4146341463414634,324,134,0.41358024691358025,False
jan_aug,2024,domain:language_and_communication,multiple_named,87,328,334,6,0.2652439024390244,324,85,0.2623456790123457,False
jan_aug,2024,domain:language_and_communication,sentinel_present,4,328,334,6,0.012195121951219513,324,0,0.0,False
jan_aug,2024,domain:law_and_public_policy,en_only,21,46,46,0,0.45652173913043476,45,21,0.4666666666666667,False
jan_aug,2024,domain:law_and_public_policy,en_any,32,46,46,0,0.6956521739130435,45,32,0.7111111111111111,False
jan_aug,2024,domain:law_and_public_policy,named_non_en,24,46,46,0,0.5217391304347826,45,24,0.5333333333333333,False
jan_aug,2024,domain:law_and_public_policy,multiple_named,12,46,46,0,0.2608695652173913,45,12,0.26666666666666666,False
jan_aug,2024,domain:law_and_public_policy,sentinel_present,1,46,46,0,0.021739130434782608,45,0,0.0,False
jan_aug,2024,domain:mathematics_and_formal_reasoning,en_only,156,209,210,1,0.7464114832535885,205,156,0.7609756097560976,False
jan_aug,2024,domain:mathematics_and_formal_reasoning,en_any,188,209,210,1,0.8995215311004785,205,186,0.9073170731707317,False
jan_aug,2024,domain:mathematics_and_formal_reasoning,named_non_en,51,209,210,1,0.24401913875598086,205,49,0.23902439024390243,False
jan_aug,2024,domain:mathematics_and_formal_reasoning,multiple_named,32,209,210,1,0.15311004784688995,205,30,0.14634146341463414,False
jan_aug,2024,domain:mathematics_and_formal_reasoning,sentinel_present,4,209,210,1,0.019138755980861243,205,0,0.0,False
jan_aug,2024,domain:natural_sciences,en_only,90,121,121,0,0.743801652892562,120,90,0.75,False
jan_aug,2024,domain:natural_sciences,en_any,105,121,121,0,0.8677685950413223,120,104,0.8666666666666667,False
jan_aug,2024,domain:natural_sciences,named_non_en,31,121,121,0,0.256198347107438,120,30,0.25,False
jan_aug,2024,domain:natural_sciences,multiple_named,16,121,121,0,0.1322314049586777,120,15,0.125,False
jan_aug,2024,domain:natural_sciences,sentinel_present,1,121,121,0,0.008264462809917356,120,0,0.0,False
jan_aug,2024,domain:other,en_only,40,41,41,0,0.975609756097561,41,40,0.975609756097561,False
jan_aug,2024,domain:other,en_any,40,41,41,0,0.975609756097561,41,40,0.975609756097561,False
jan_aug,2024,domain:other,named_non_en,1,41,41,0,0.024390243902439025,41,1,0.024390243902439025,False
jan_aug,2024,domain:other,multiple_named,0,41,41,0,0.0,41,0,0.0,False
jan_aug,2024,domain:other,sentinel_present,0,41,41,0,0.0,41,0,0.0,False
jan_aug,2024,domain:social_sciences_and_humanities,en_only,130,191,191,0,0.680628272251309,191,130,0.680628272251309,False
jan_aug,2024,domain:social_sciences_and_humanities,en_any,164,191,191,0,0.8586387434554974,191,164,0.8586387434554974,False
jan_aug,2024,domain:social_sciences_and_humanities,named_non_en,61,191,191,0,0.3193717277486911,191,61,0.3193717277486911,False
jan_aug,2024,domain:social_sciences_and_humanities,multiple_named,34,191,191,0,0.17801047120418848,191,34,0.17801047120418848,False
jan_aug,2024,domain:social_sciences_and_humanities,sentinel_present,0,191,191,0,0.0,191,0,0.0,False
jan_aug,2024,domain:software_and_coding,en_only,240,270,270,0,0.8888888888888888,268,240,0.8955223880597015,False
jan_aug,2024,domain:software_and_coding,en_any,265,270,270,0,0.9814814814814815,268,264,0.9850746268656716,False
jan_aug,2024,domain:software_and_coding,named_non_en,28,270,270,0,0.1037037037037037,268,28,0.1044776119402985,False
jan_aug,2024,domain:software_and_coding,multiple_named,24,270,270,0,0.08888888888888889,268,24,0.08955223880597014,False
jan_aug,2024,domain:software_and_coding,sentinel_present,2,270,270,0,0.007407407407407408,268,0,0.0,False
jan_aug,2025,all,en_only,2574,3279,3284,5,0.7849954254345837,3218,2574,0.7998756991920447,False
jan_aug,2025,all,en_any,3006,3279,3284,5,0.9167429094236048,3218,2984,0.9272840273461778,False
jan_aug,2025,all,named_non_en,657,3279,3284,5,0.20036596523330283,3218,644,0.20012430080795526,False
jan_aug,2025,all,multiple_named,446,3279,3284,5,0.13601707837755414,3218,433,0.13455562461155998,False
jan_aug,2025,all,sentinel_present,61,3279,3284,5,0.018603232692894173,3218,0,0.0,False
