cohort,domain,year,valid_n,exposure_n,outcome_n,both_n,neither_n,exposure_only_n,outcome_only_n,exposure_share,outcome_share,p_exposed,p_unexposed,risk_difference,joint_share,independence_product,excess_joint_share,lift,agent_language,agent_n,interactive_n
same_year_version,engineering,2026,509,215,155,81,220,134,74,0.4223968565815324,0.3045186640471513,0.3767441860465116,0.25170068027210885,0.12504350577440276,0.15913555992141454,0.1286277264639244,0.03050783345749014,1.2371792948237061,"{""both_n"": 133, ""excess_joint_share"": -0.0003358023166500357, ""exposure_n"": 148, ""exposure_only_n"": 15, ""exposure_share"": 0.2907662082514735, ""independence_product"": 0.2616324624345282, ""joint_share"": 0.26129666011787817, ""lift"": 0.9987165112710963, ""neither_n"": 36, ""outcome_n"": 458, ""outcome_only_n"": 325, ""outcome_share"": 0.899803536345776, ""p_exposed"": 0.8986486486486487, ""p_unexposed"": 0.9002770083102493, ""risk_difference"": -0.0016283596616005758, ""valid_n"": 509}","{""n"": 148, ""share"": 0.2907662082514735, ""valid_n"": 509}","{""n"": 194, ""share"": 0.381139489194499, ""valid_n"": 509}"
same_year_version,finance_and_business,all,959,493,428,268,306,225,160,0.5140771637122002,0.44629822732012514,0.5436105476673428,0.34334763948497854,0.2002629081823643,0.2794577685088634,0.22943172687051272,0.05002604163835067,1.2180432598434152,"{""both_n"": 347, ""excess_joint_share"": 0.04317667722856855, ""exposure_n"": 400, ""exposure_only_n"": 53, ""exposure_share"": 0.4175365344467641, ""independence_product"": 0.3190362664039993, ""joint_share"": 0.36221294363256784, ""lift"": 1.1353346994535518, ""neither_n"": 173, ""outcome_n"": 732, ""outcome_only_n"": 385, ""outcome_share"": 0.7640918580375783, ""p_exposed"": 0.8675, ""p_unexposed"": 0.6899641577060932, ""risk_difference"": 0.17753584229390684, ""valid_n"": 958}","{""n"": 400, ""share"": 0.4171011470281543, ""valid_n"": 959}","{""n"": 348, ""share"": 0.36287799791449427, ""valid_n"": 959}"
same_year_version,finance_and_business,2024,85,40,23,15,37,25,8,0.47058823529411764,0.27058823529411763,0.375,0.17777777777777778,0.19722222222222222,0.17647058823529413,0.1273356401384083,0.04913494809688582,1.3858695652173914,"{""both_n"": 18, ""excess_joint_share"": 0.05660899653979237, ""exposure_n"": 19, ""exposure_only_n"": 1, ""exposure_share"": 0.2235294117647059, ""independence_product"": 0.15515570934256057, ""joint_share"": 0.21176470588235294, ""lift"": 1.3648528099910793, ""neither_n"": 25, ""outcome_n"": 59, ""outcome_only_n"": 41, ""outcome_share"": 0.6941176470588235, ""p_exposed"": 0.9473684210526315, ""p_unexposed"": 0.6212121212121212, ""risk_difference"": 0.3261562998405103, ""valid_n"": 85}","{""n"": 19, ""share"": 0.2235294117647059, ""valid_n"": 85}","{""n"": 16, ""share"": 0.18823529411764706, ""valid_n"": 85}"
same_year_version,finance_and_business,2025,207,106,81,54,74,52,27,0.5120772946859904,0.391304347826087,0.5094339622641509,0.26732673267326734,0.2421072295908836,0.2608695652173913,0.2003780718336484,0.060491493383742906,1.3018867924528301,"{""both_n"": 41, ""excess_joint_share"": 0.024901397932273778, ""exposure_n"": 53, ""exposure_only_n"": 12, ""exposure_share"": 0.2560386473429952, ""independence_product"": 0.17316623491796776, ""joint_share"": 0.19806763285024154, ""lift"": 1.1438005390835577, ""neither_n"": 55, ""outcome_n"": 140, ""outcome_only_n"": 99, ""outcome_share"": 0.6763285024154589, ""p_exposed"": 0.7735849056603774, ""p_unexposed"": 0.6428571428571429, ""risk_difference"": 0.1307277628032345, ""valid_n"": 207}","{""n"": 53, ""share"": 0.2560386473429952, ""valid_n"": 207}","{""n"": 47, ""share"": 0.22705314009661837, ""valid_n"": 207}"
same_year_version,finance_and_business,2026,667,347,324,199,195,148,125,0.52023988005997,0.48575712143928035,0.5734870317002881,0.390625,0.18286203170028814,0.2983508245877061,0.2527102265958475,0.0456405979918586,1.180604475753371,"{""both_n"": 288, ""excess_joint_share"": 0.038290542795047344, ""exposure_n"": 328, ""exposure_only_n"": 40, ""exposure_share"": 0.4924924924924925, ""independence_product"": 0.3941418896373851, ""joint_share"": 0.43243243243243246, ""lift"": 1.0971491328421727, ""neither_n"": 93, ""outcome_n"": 533, ""outcome_only_n"": 245, ""outcome_share"": 0.8003003003003003, ""p_exposed"": 0.8780487804878049, ""p_unexposed"": 0.7248520710059172, ""risk_difference"": 0.15319670948188768, ""valid_n"": 666}","{""n"": 328, ""share"": 0.4917541229385307, ""valid_n"": 667}","{""n"": 285, ""share"": 0.4272863568215892, ""valid_n"": 667}"
same_year_version,general_or_cross_domain,all,4027,2347,1721,1184,1143,1163,537,0.582815992053638,0.4273652843307673,0.5044737963357477,0.3196428571428571,0.18483093919289062,0.29401539607648375,0.2490753221565212,0.04494007391996255,1.1804276454642977,"{""both_n"": 828, ""excess_joint_share"": 0.010121523089386991, ""exposure_n"": 953, ""exposure_only_n"": 125, ""exposure_share"": 0.23677018633540373, ""independence_product"": 0.19559276262489872, ""joint_share"": 0.2057142857142857, ""lift"": 1.0517479427845584, ""neither_n"": 575, ""outcome_n"": 3325, ""outcome_only_n"": 2497, ""outcome_share"": 0.8260869565217391, ""p_exposed"": 0.8688352570828961, ""p_unexposed"": 0.8128255208333334, ""risk_difference"": 0.056009736249562736, ""valid_n"": 4025}","{""n"": 953, ""share"": 0.23641776234185066, ""valid_n"": 4031}","{""n"": 976, ""share"": 0.2421836228287841, ""valid_n"": 4030}"
same_year_version,general_or_cross_domain,2024,616,348,203,139,204,209,64,0.564935064935065,0.32954545454545453,0.3994252873563218,0.23880597014925373,0.1606193172070681,0.22564935064935066,0.18617178276269186,0.03947756788665879,1.2120491478398732,"{""both_n"": 70, ""excess_joint_share"": 0.010808381254544253, ""exposure_n"": 77, ""exposure_only_n"": 7, ""exposure_share"": 0.12520325203252033, ""independence_product"": 0.10301275695683786, ""joint_share"": 0.11382113821138211, ""lift"": 1.1049227452389507, ""neither_n"": 102, ""outcome_n"": 506, ""outcome_only_n"": 436, ""outcome_share"": 0.8227642276422764, ""p_exposed"": 0.9090909090909091, ""p_unexposed"": 0.8104089219330854, ""risk_difference"": 0.09868198715782361, ""valid_n"": 615}","{""n"": 77, ""share"": 0.12459546925566344, ""valid_n"": 618}","{""n"": 75, ""share"": 0.12135922330097088, ""valid_n"": 618}"
same_year_version,general_or_cross_domain,2025,1174,703,493,343,321,360,150,0.5988074957410562,0.4199318568994889,0.4879089615931721,0.3184713375796178,0.16943762401355428,0.2921635434412266,0.2514583436118745,0.04070519982935206,1.1618765130028075,"{""both_n"": 143, ""excess_joint_share"": 0.008295486176975703, ""exposure_n"": 169, ""exposure_only_n"": 26, ""exposure_share"": 0.14407502131287298, ""independence_product"": 0.11361414724160912, ""joint_share"": 0.12190963341858482, ""lift"": 1.073014553014553, ""neither_n"": 222, ""outcome_n"": 925, ""outcome_only_n"": 782, ""outcome_share"": 0.7885763000852515, ""p_exposed"": 0.8461538461538461, ""p_unexposed"": 0.7788844621513944, ""risk_difference"": 0.06726938400245175, ""valid_n"": 1173}","{""n"": 169, ""share"": 0.14370748299319727, ""valid_n"": 1176}","{""n"": 196, ""share"": 0.16666666666666666, ""valid_n"": 1176}"
same_year_version,general_or_cross_domain,2026,2237,1296,1025,702,618,594,323,0.5793473401877515,0.45820295037997316,0.5416666666666666,0.3432518597236982,0.19841480694296842,0.3138131426016987,0.26545866056881773,0.04835448203288095,1.1821544715447154,"{""both_n"": 615, ""excess_joint_share"": 0.007333285506544662, ""exposure_n"": 707, ""exposure_only_n"": 92, ""exposure_share"": 0.31604827894501564, ""independence_product"": 0.26758848472143926, ""joint_share"": 0.2749217702279839, ""lift"": 1.0274050862621336, ""neither_n"": 251, ""outcome_n"": 1894, ""outcome_only_n"": 1279, ""outcome_share"": 0.8466696468484578, ""p_exposed"": 0.8698727015558698, ""p_unexposed"": 0.8359477124183007, ""risk_difference"": 0.03392498913756914, ""valid_n"": 2237}","{""n"": 707, ""share"": 0.31604827894501564, ""valid_n"": 2237}","{""n"": 705, ""share"": 0.3152951699463327, ""valid_n"": 2236}"
same_year_version,healthcare_biomedicine,all,1149,636,541,350,322,286,191,0.5535248041775457,0.47084421235857266,0.550314465408805,0.3723196881091618,0.17799477729964325,0.30461270670147955,0.2606239504439097,0.04398875625756987,1.1687824782896803,"{""both_n"": 217, ""excess_joint_share"": 0.026841587901701325, ""exposure_n"": 236, ""exposure_only_n"": 19, ""exposure_share"": 0.20521739130434782, ""independence_product"": 0.16185406427221172, ""joint_share"": 0.18869565217391304, ""lift"": 1.165838207538355, ""neither_n"": 224, ""outcome_n"": 907, ""outcome_only_n"": 690, ""outcome_share"": 0.788695652173913, ""p_exposed"": 0.9194915254237288, ""p_unexposed"": 0.7549234135667396, ""risk_difference"": 0.16456811185698916, ""valid_n"": 1150}","{""n"": 236, ""share"": 0.20521739130434782, ""valid_n"": 1150}","{""n"": 256, ""share"": 0.22260869565217392, ""valid_n"": 1150}"
same_year_version,healthcare_biomedicine,2024,135,60,37,25,63,35,12,0.4444444444444444,0.2740740740740741,0.4166666666666667,0.16,0.2566666666666667,0.18518518518518517,0.12181069958847737,0.0633744855967078,1.5202702702702702,"{""both_n"": 6, ""excess_joint_share"": 0.007028546712802772, ""exposure_n"": 7, ""exposure_only_n"": 1, ""exposure_share"": 0.051470588235294115, ""independence_product"": 0.03708910034602076, ""joint_share"": 0.04411764705882353, ""lift"": 1.1895043731778427, ""neither_n"": 37, ""outcome_n"": 98, ""outcome_only_n"": 92, ""outcome_share"": 0.7205882352941176, ""p_exposed"": 0.8571428571428571, ""p_unexposed"": 0.7131782945736435, ""risk_difference"": 0.14396456256921364, ""valid_n"": 136}","{""n"": 7, ""share"": 0.051470588235294115, ""valid_n"": 136}","{""n"": 11, ""share"": 0.08088235294117647, ""valid_n"": 136}"
same_year_version,healthcare_biomedicine,2025,278,157,111,69,79,88,42,0.564748201438849,0.39928057553956836,0.4394904458598726,0.34710743801652894,0.09238300784334369,0.24820143884892087,0.22549298690543967,0.0227084519434812,1.100705801342744,"{""both_n"": 26, ""excess_joint_share"": 0.025904456291082248, ""exposure_n"": 26, ""exposure_only_n"": 0, ""exposure_share"": 0.09352517985611511, ""independence_product"": 0.06762072356503286, ""joint_share"": 0.09352517985611511, ""lift"": 1.383084577114428, ""neither_n"": 77, ""outcome_n"": 201, ""outcome_only_n"": 175, ""outcome_share"": 0.7230215827338129, ""p_exposed"": 1.0, ""p_unexposed"": 0.6944444444444444, ""risk_difference"": 0.3055555555555556, ""valid_n"": 278}","{""n"": 26, ""share"": 0.09352517985611511, ""valid_n"": 278}","{""n"": 36, ""share"": 0.12949640287769784, ""valid_n"": 278}"
same_year_version,healthcare_biomedicine,2026,736,419,393,256,180,163,137,0.5692934782608695,0.5339673913043478,0.6109785202863962,0.43217665615141954,0.17880186413497667,0.34782608695652173,0.30398415347353497,0.04384193348298676,1.1442244044040397,"{""both_n"": 185, ""excess_joint_share"": 0.02351134215500944, ""exposure_n"": 203, ""exposure_only_n"": 18, ""exposure_share"": 0.2758152173913043, ""independence_product"": 0.22784735349716445, ""joint_share"": 0.2513586956521739, ""lift"": 1.1031890070002592, ""neither_n"": 110, ""outcome_n"": 608, ""outcome_only_n"": 423, ""outcome_share"": 0.8260869565217391, ""p_exposed"": 0.9113300492610837, ""p_unexposed"": 0.7936210131332082, ""risk_difference"": 0.11770903612787553, ""valid_n"": 736}","{""n"": 203, ""share"": 0.2758152173913043, ""valid_n"": 736}","{""n"": 209, ""share"": 0.28396739130434784, ""valid_n"": 736}"
same_year_version,language_and_communication,all,1379,722,530,331,458,391,199,0.52356780275562,0.3843364757070341,0.4584487534626039,0.3028919330289193,0.15555682043368457,0.24002900652646847,0.20122620410477057,0.038802802421697896,1.1928317566508126,"{""both_n"": 48, ""excess_joint_share"": 0.011837604560711815, ""exposure_n"": 59, ""exposure_only_n"": 11, ""exposure_share"": 0.043065693430656936, ""independence_product"": 0.02319889178965315, ""joint_share"": 0.035036496350364967, ""lift"": 1.5102659501171285, ""neither_n"": 621, ""outcome_n"": 738, ""outcome_only_n"": 690, ""outcome_share"": 0.5386861313868613, ""p_exposed"": 0.8135593220338984, ""p_unexposed"": 0.5263157894736842, ""risk_difference"": 0.2872435325602142, ""valid_n"": 1370}","{""n"": 59, ""share"": 0.042722664735698766, ""valid_n"": 1381}","{""n"": 127, ""share"": 0.09196234612599566, ""valid_n"": 1381}"
same_year_version,language_and_communication,2024,280,126,59,37,132,89,22,0.45,0.21071428571428572,0.29365079365079366,0.14285714285714285,0.1507936507936508,0.13214285714285715,0.09482142857142857,0.037321428571428575,1.393596986817326,"{""both_n"": 5, ""excess_joint_share"": 0.0033624835459865245, ""exposure_n"": 7, ""exposure_only_n"": 2, ""exposure_share"": 0.02527075812274368, ""independence_product"": 0.014688057970258963, ""joint_share"": 0.018050541516245487, ""lift"": 1.2289263531499557, ""neither_n"": 114, ""outcome_n"": 161, ""outcome_only_n"": 156, ""outcome_share"": 0.5812274368231047, ""p_exposed"": 0.7142857142857143, ""p_unexposed"": 0.5777777777777777, ""risk_difference"": 0.13650793650793658, ""valid_n"": 277}","{""n"": 7, ""share"": 0.02491103202846975, ""valid_n"": 281}","{""n"": 12, ""share"": 0.042704626334519574, ""valid_n"": 281}"
same_year_version,language_and_communication,2025,452,239,176,109,146,130,67,0.5287610619469026,0.3893805309734513,0.4560669456066946,0.3145539906103286,0.14151295499636596,0.2411504424778761,0.20588926305897096,0.035261179418905136,1.1712628375808292,"{""both_n"": 10, ""excess_joint_share"": 0.009518143961927426, ""exposure_n"": 11, ""exposure_only_n"": 1, ""exposure_share"": 0.024390243902439025, ""independence_product"": 0.01265480504028987, ""joint_share"": 0.022172949002217297, ""lift"": 1.7521367521367524, ""neither_n"": 216, ""outcome_n"": 234, ""outcome_only_n"": 224, ""outcome_share"": 0.5188470066518847, ""p_exposed"": 0.9090909090909091, ""p_unexposed"": 0.509090909090909, ""risk_difference"": 0.4, ""valid_n"": 451}","{""n"": 11, ""share"": 0.024282560706401765, ""valid_n"": 453}","{""n"": 33, ""share"": 0.0728476821192053, ""valid_n"": 453}"
same_year_version,language_and_communication,2026,647,357,295,185,180,172,110,0.5517774343122102,0.4559505409582689,0.5182072829131653,0.3793103448275862,0.13889693808557912,0.28593508500772796,0.25158321966321795,0.03435186534451001,1.136542752694298,"{""both_n"": 33, ""excess_joint_share"": 0.017281955726361348, ""exposure_n"": 41, ""exposure_only_n"": 8, ""exposure_share"": 0.06386292834890965, ""independence_product"": 0.034119913432517156, ""joint_share"": 0.0514018691588785, ""lift"": 1.5065064353267439, ""neither_n"": 291, ""outcome_n"": 343, ""outcome_only_n"": 310, ""outcome_share"": 0.5342679127725857, ""p_exposed"": 0.8048780487804879, ""p_unexposed"": 0.5158069883527454, ""risk_difference"": 0.28907106042774244, ""valid_n"": 642}","{""n"": 41, ""share"": 0.0633693972179289, ""valid_n"": 647}","{""n"": 82, ""share"": 0.1267387944358578, ""valid_n"": 647}"
same_year_version,law_and_public_policy,all,341,174,169,97,95,77,72,0.5102639296187683,0.49560117302052786,0.5574712643678161,0.4311377245508982,0.12633353981691792,0.2844574780058651,0.25288740206912563,0.031570075936739495,1.1248384683397947,"{""both_n"": 48, ""excess_joint_share"": 0.03962757771622037, ""exposure_n"": 63, ""exposure_only_n"": 15, ""exposure_share"": 0.18421052631578946, ""independence_product"": 0.10072329947676208, ""joint_share"": 0.14035087719298245, ""lift"": 1.3934300993124522, ""neither_n"": 140, ""outcome_n"": 187, ""outcome_only_n"": 139, ""outcome_share"": 0.5467836257309941, ""p_exposed"": 0.7619047619047619, ""p_unexposed"": 0.4982078853046595, ""risk_difference"": 0.2636968766001024, ""valid_n"": 342}","{""n"": 63, ""share"": 0.18421052631578946, ""valid_n"": 342}","{""n"": 62, ""share"": 0.18128654970760233, ""valid_n"": 342}"
same_year_version,law_and_public_policy,2024,36,20,12,10,14,10,2,0.5555555555555556,0.3333333333333333,0.5,0.125,0.375,0.2777777777777778,0.18518518518518517,0.09259259259259262,1.5000000000000002,"{""both_n"": 1, ""excess_joint_share"": 0.015339663988312638, ""exposure_n"": 1, ""exposure_only_n"": 0, ""exposure_share"": 0.02702702702702703, ""independence_product"": 0.01168736303871439, ""joint_share"": 0.02702702702702703, ""lift"": 2.3125, ""neither_n"": 21, ""outcome_n"": 16, ""outcome_only_n"": 15, ""outcome_share"": 0.43243243243243246, ""p_exposed"": 1.0, ""p_unexposed"": 0.4166666666666667, ""risk_difference"": 0.5833333333333333, ""valid_n"": 37}","{""n"": 1, ""share"": 0.02702702702702703, ""valid_n"": 37}","{""n"": 1, ""share"": 0.02702702702702703, ""valid_n"": 37}"
same_year_version,law_and_public_policy,2025,86,39,39,19,27,20,20,0.45348837209302323,0.45348837209302323,0.48717948717948717,0.425531914893617,0.061647572285870145,0.22093023255813954,0.20565170362358032,0.015278528934559221,1.074293228139382,"{""both_n"": 3, ""excess_joint_share"": 0.014332071389940509, ""exposure_n"": 4, ""exposure_only_n"": 1, ""exposure_share"": 0.046511627906976744, ""independence_product"": 0.02055164954029205, ""joint_share"": 0.03488372093023256, ""lift"": 1.6973684210526316, ""neither_n"": 47, ""outcome_n"": 38, ""outcome_only_n"": 35, ""outcome_share"": 0.4418604651162791, ""p_exposed"": 0.75, ""p_unexposed"": 0.4268292682926829, ""risk_difference"": 0.3231707317073171, ""valid_n"": 86}","{""n"": 4, ""share"": 0.046511627906976744, ""valid_n"": 86}","{""n"": 9, ""share"": 0.10465116279069768, ""valid_n"": 86}"
same_year_version,law_and_public_policy,2026,219,115,118,68,54,47,50,0.5251141552511416,0.5388127853881278,0.591304347826087,0.4807692307692308,0.1105351170568562,0.3105022831050228,0.2829382206376014,0.027564062467421435,1.0974207811348562,"{""both_n"": 44, ""excess_joint_share"": 0.04007422697608473, ""exposure_n"": 58, ""exposure_only_n"": 14, ""exposure_share"": 0.2648401826484018, ""independence_product"": 0.16083901503304768, ""joint_share"": 0.2009132420091324, ""lift"": 1.2491573761991184, ""neither_n"": 72, ""outcome_n"": 133, ""outcome_only_n"": 89, ""outcome_share"": 0.6073059360730594, ""p_exposed"": 0.7586206896551724, ""p_unexposed"": 0.5527950310559007, ""risk_difference"": 0.2058256585992717, ""valid_n"": 219}","{""n"": 58, ""share"": 0.2648401826484018, ""valid_n"": 219}","{""n"": 52, ""share"": 0.2374429223744292, ""valid_n"": 219}"
same_year_version,mathematics_and_formal_reasoning,all,1020,440,314,162,428,278,152,0.43137254901960786,0.307843137254902,0.36818181818181817,0.2620689655172414,0.10611285266457676,0.1588235294117647,0.13279507881584007,0.026028450595924624,1.1960046323103646,"{""both_n"": 115, ""excess_joint_share"": 0.011977529972716616, ""exposure_n"": 129, ""exposure_only_n"": 14, ""exposure_share"": 0.12659470068694798, ""independence_product"": 0.1008782109497564, ""joint_share"": 0.11285574092247301, ""lift"": 1.1187325772329781, ""neither_n"": 193, ""outcome_n"": 812, ""outcome_only_n"": 697, ""outcome_share"": 0.7968596663395485, ""p_exposed"": 0.8914728682170543, ""p_unexposed"": 0.7831460674157303, ""risk_difference"": 0.10832680080132395, ""valid_n"": 1019}","{""n"": 129, ""share"": 0.1264705882352941, ""valid_n"": 1020}","{""n"": 157, ""share"": 0.153921568627451, ""valid_n"": 1020}"
same_year_version,mathematics_and_formal_reasoning,2024,165,70,27,13,81,57,14,0.42424242424242425,0.16363636363636364,0.18571428571428572,0.14736842105263157,0.038345864661654155,0.07878787878787878,0.06942148760330578,0.009366391184572997,1.1349206349206349,"{""both_n"": 7, ""excess_joint_share"": 0.002424242424242426, ""exposure_n"": 9, ""exposure_only_n"": 2, ""exposure_share"": 0.05454545454545454, ""independence_product"": 0.04, ""joint_share"": 0.04242424242424243, ""lift"": 1.0606060606060606, ""neither_n"": 42, ""outcome_n"": 121, ""outcome_only_n"": 114, ""outcome_share"": 0.7333333333333333, ""p_exposed"": 0.7777777777777778, ""p_unexposed"": 0.7307692307692307, ""risk_difference"": 0.047008547008547064, ""valid_n"": 165}","{""n"": 9, ""share"": 0.05454545454545454, ""valid_n"": 165}","{""n"": 5, ""share"": 0.030303030303030304, ""valid_n"": 165}"
same_year_version,mathematics_and_formal_reasoning,2025,327,134,106,49,136,85,57,0.40978593272171254,0.3241590214067278,0.3656716417910448,0.29533678756476683,0.07033485422627794,0.14984709480122324,0.13283580693731353,0.017011287863909708,1.128062517600676,"{""both_n"": 18, ""excess_joint_share"": 0.006340655949274757, ""exposure_n"": 21, ""exposure_only_n"": 3, ""exposure_share"": 0.06422018348623854, ""independence_product"": 0.048705215610358274, ""joint_share"": 0.05504587155963303, ""lift"": 1.130184331797235, ""neither_n"": 76, ""outcome_n"": 248, ""outcome_only_n"": 230, ""outcome_share"": 0.7584097859327217, ""p_exposed"": 0.8571428571428571, ""p_unexposed"": 0.7516339869281046, ""risk_difference"": 0.10550887021475253, ""valid_n"": 327}","{""n"": 21, ""share"": 0.06422018348623854, ""valid_n"": 327}","{""n"": 32, ""share"": 0.09785932721712538, ""valid_n"": 327}"
same_year_version,mathematics_and_formal_reasoning,2026,528,236,181,100,211,136,81,0.44696969696969696,0.3428030303030303,0.423728813559322,0.2773972602739726,0.1463315532853494,0.1893939393939394,0.1532225665748393,0.0361713728191001,1.2360707931454258,"{""both_n"": 90, ""excess_joint_share"": 0.01286505910437874, ""exposure_n"": 99, ""exposure_only_n"": 9, ""exposure_share"": 0.18785578747628084, ""independence_product"": 0.15791292951042202, ""joint_share"": 0.17077798861480076, ""lift"": 1.0814693207469732, ""neither_n"": 75, ""outcome_n"": 443, ""outcome_only_n"": 353, ""outcome_share"": 0.8406072106261859, ""p_exposed"": 0.9090909090909091, ""p_unexposed"": 0.8247663551401869, ""risk_difference"": 0.08432455395072214, ""valid_n"": 527}","{""n"": 99, ""share"": 0.1875, ""valid_n"": 528}","{""n"": 120, ""share"": 0.22727272727272727, ""valid_n"": 528}"
same_year_version,natural_sciences,all,860,395,372,191,284,204,181,0.45930232558139533,0.4325581395348837,0.4835443037974684,0.38924731182795697,0.09429699196951141,0.22209302325581395,0.1986749594375338,0.023418063818280155,1.1178712399618893,"{""both_n"": 174, ""excess_joint_share"": 0.01899042385147595, ""exposure_n"": 188, ""exposure_only_n"": 14, ""exposure_share"": 0.2183507549361208, ""independence_product"": 0.18310016848301883, ""joint_share"": 0.20209059233449478, ""lift"": 1.1037160370130252, ""neither_n"": 125, ""outcome_n"": 722, ""outcome_only_n"": 548, ""outcome_share"": 0.8385598141695703, ""p_exposed"": 0.925531914893617, ""p_unexposed"": 0.8142644873699851, ""risk_difference"": 0.11126742752363183, ""valid_n"": 861}","{""n"": 188, ""share"": 0.2183507549361208, ""valid_n"": 861}","{""n"": 142, ""share"": 0.16492450638792103, ""valid_n"": 861}"
same_year_version,natural_sciences,2024,91,40,22,13,42,27,9,0.43956043956043955,0.24175824175824176,0.325,0.17647058823529413,0.14852941176470588,0.14285714285714285,0.10626735901461176,0.03658978384253109,1.3443181818181817,"{""both_n"": 9, ""excess_joint_share"": 0.024456521739130432, ""exposure_n"": 9, ""exposure_only_n"": 0, ""exposure_share"": 0.09782608695652174, ""independence_product"": 0.07336956521739131, ""joint_share"": 0.09782608695652174, ""lift"": 1.3333333333333333, ""neither_n"": 23, ""outcome_n"": 69, ""outcome_only_n"": 60, ""outcome_share"": 0.75, ""p_exposed"": 1.0, ""p_unexposed"": 0.7228915662650602, ""risk_difference"": 0.27710843373493976, ""valid_n"": 92}","{""n"": 9, ""share"": 0.09782608695652174, ""valid_n"": 92}","{""n"": 4, ""share"": 0.043478260869565216, ""valid_n"": 92}"
same_year_version,natural_sciences,2025,234,115,104,52,67,63,52,0.49145299145299143,0.4444444444444444,0.45217391304347826,0.4369747899159664,0.015199123127511871,0.2222222222222222,0.2184235517568851,0.003798670465337106,1.017391304347826,"{""both_n"": 16, ""excess_joint_share"": 0.010939440426619922, ""exposure_n"": 17, ""exposure_only_n"": 1, ""exposure_share"": 0.07264957264957266, ""independence_product"": 0.05743662794944846, ""joint_share"": 0.06837606837606838, ""lift"": 1.1904610492845789, ""neither_n"": 48, ""outcome_n"": 185, ""outcome_only_n"": 169, ""outcome_share"": 0.7905982905982906, ""p_exposed"": 0.9411764705882353, ""p_unexposed"": 0.7788018433179723, ""risk_difference"": 0.16237462727026297, ""valid_n"": 234}","{""n"": 17, ""share"": 0.07264957264957266, ""valid_n"": 234}","{""n"": 13, ""share"": 0.05555555555555555, ""valid_n"": 234}"
same_year_version,natural_sciences,2026,535,240,246,126,175,114,120,0.4485981308411215,0.45981308411214955,0.525,0.4067796610169492,0.11822033898305084,0.23551401869158878,0.20627129006900166,0.029242728622587116,1.1417682926829267,"{""both_n"": 149, ""excess_joint_share"": 0.013622150406149003, ""exposure_n"": 162, ""exposure_only_n"": 13, ""exposure_share"": 0.30280373831775703, ""independence_product"": 0.26488252249104727, ""joint_share"": 0.27850467289719627, ""lift"": 1.0514271393901022, ""neither_n"": 54, ""outcome_n"": 468, ""outcome_only_n"": 319, ""outcome_share"": 0.874766355140187, ""p_exposed"": 0.9197530864197531, ""p_unexposed"": 0.8552278820375335, ""risk_difference"": 0.06452520438221954, ""valid_n"": 535}","{""n"": 162, ""share"": 0.30280373831775703, ""valid_n"": 535}","{""n"": 125, ""share"": 0.2336448598130841, ""valid_n"": 535}"
same_year_version,other,all,399,231,152,108,124,123,44,0.5789473684210527,0.38095238095238093,0.4675324675324675,0.2619047619047619,0.2056277056277056,0.2706766917293233,0.22055137844611528,0.05012531328320802,1.2272727272727273,"{""both_n"": 95, ""excess_joint_share"": -0.0074936715221638195, ""exposure_n"": 113, ""exposure_only_n"": 18, ""exposure_share"": 0.2832080200501253, ""independence_product"": 0.2455889096174019, ""joint_share"": 0.23809523809523808, ""lift"": 0.9694869302777636, ""neither_n"": 35, ""outcome_n"": 346, ""outcome_only_n"": 251, ""outcome_share"": 0.8671679197994987, ""p_exposed"": 0.8407079646017699, ""p_unexposed"": 0.8776223776223776, ""risk_difference"": -0.03691441302060772, ""valid_n"": 399}","{""n"": 113, ""share"": 0.2832080200501253, ""valid_n"": 399}","{""n"": 89, ""share"": 0.22305764411027568, ""valid_n"": 399}"
same_year_version,other,2024,31,14,9,5,13,9,4,0.45161290322580644,0.2903225806451613,0.35714285714285715,0.23529411764705882,0.12184873949579833,0.16129032258064516,0.13111342351716962,0.030176899063475537,1.23015873015873,"{""both_n"": 7, ""excess_joint_share"": 0.007284079084287187, ""exposure_n"": 7, ""exposure_only_n"": 0, ""exposure_share"": 0.22580645161290322, ""independence_product"": 0.21852237252861603, ""joint_share"": 0.22580645161290322, ""lift"": 1.0333333333333332, ""neither_n"": 1, ""outcome_n"": 30, ""outcome_only_n"": 23, ""outcome_share"": 0.967741935483871, ""p_exposed"": 1.0, ""p_unexposed"": 0.9583333333333334, ""risk_difference"": 0.04166666666666663, ""valid_n"": 31}","{""n"": 7, ""share"": 0.22580645161290322, ""valid_n"": 31}","{""n"": 5, ""share"": 0.16129032258064516, ""valid_n"": 31}"
